country_code,vd,ad,X,ad_rank,Y,Z
NP,0.068641698843607,0.0,0.0002574063706635263,77.0,69.23076923076923,50.0
NR,0.0,0.0,0.0,77.0,69.23076923076923,0.0
NU,0.0,0.0,0.0,77.0,69.23076923076923,0.0
NZ,20.848494384674392,1.1801034557362862,0.07818185394252897,8.0,97.16599190283401,52.825
OM,0.5874725013913307,0.0,0.00220302188021749,77.0,69.23076923076923,50.0
PA,1.1588108561109196,0.0,0.0043455407104159485,77.0,69.23076923076923,50.0
PE,0.181973432728031,0.0909867163640155,0.0006824003727301162,47.0,81.37651821862349,83.32499999999999
PF,0.0,0.0,0.0,77.0,69.23076923076923,0.0
PG,0.0,0.0,0.0,77.0,69.23076923076923,0.0
PH,0.1460106002783236,0.0365026500695809,0.0005475397510437134,58.0,76.92307692307692,71.875
PK,0.072433478915119,0.1901378821521875,0.00027162554593169623,33.0,87.04453441295547,65.625
PL,0.2107992342296218,0.0263499042787027,0.0007904971283610818,66.0,73.6842105263158,50.0
PM,0.0,0.0,0.0,77.0,69.23076923076923,0.0
PN,0.0,0.0,0.0,77.0,69.23076923076923,0.0
PR,2.8177533488998554,0.3130837054333172,0.010566575058374456,24.0,90.68825910931174,50.0
PS,0.624574638647138,1.249149277294276,0.0023421548949267676,7.0,97.57085020242916,100.0
PT,0.2911048827604195,0.0970349609201398,0.0010916433103515732,46.0,81.78137651821862,50.0
PW,0.0,0.0,0.0,77.0,69.23076923076923,0.0
PY,0.2804054101419833,0.0,0.0010515202880324371,77.0,69.23076923076923,75.0
QA,1.0412834165203084,0.0,0.0039048128119511566,77.0,69.23076923076923,33.324999999999996
RE,0.0,0.0,0.0,77.0,69.23076923076923,0.0
RO,0.2592537649998395,0.8296120479994864,0.000972201618749398,11.0,95.95141700404858,60.0
RS,0.2895100100981091,0.2895100100981091,0.001085662537867909,26.0,89.87854251012146,50.0
RU,0.2151222921654959,6.072000182090611,0.0008067085956206095,3.0,99.19028340080972,61.3
RW,0.0772069073314057,0.0,0.0002895259024927714,77.0,69.23076923076923,100.0
SA,0.1148967450240445,0.1148967450240445,0.00043086279384016684,43.0,82.99595141700405,87.5
SB,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SC,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SD,0.022805397280397,0.0,8.552023980148875e-05,77.0,69.23076923076923,50.0
SE,1.448793550975608,0.1931724734634144,0.00543297581615853,32.0,87.4493927125506,53.325
SG,4.748666284311092,0.175876529048559,0.017807498566166594,35.0,86.23481781376518,57.400000000000006
SH,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SI,0.4761619064760876,0.0,0.0017856071492853283,77.0,69.23076923076923,50.0
SJ,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SK,0.5495686161147807,0.0,0.0020608823104304274,77.0,69.23076923076923,50.0
SL,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SM,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SN,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SO,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SR,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SS,0.0,0.0,0.0,77.0,69.23076923076923,0.0
ST,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SV,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SX,0.0,0.0,0.0,77.0,69.23076923076923,0.0
SY,0.6285478310899985,2.1713470528563588,0.002357054366587494,5.0,98.38056680161944,63.625
SZ,1.7238942080602395,0.0,0.006464603280225897,77.0,69.23076923076923,75.0
TC,0.0,25.827780360555813,0.0,1.0,100.0,0.0
TD,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TF,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TG,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TH,0.2435530853605713,0.0429799562401008,0.0009133240701021424,56.0,77.7327935222672,52.949999999999996
TJ,0.209695436251434,0.0,0.0007863578859428774,77.0,69.23076923076923,50.0
TK,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TL,0.7584709831755966,0.0,0.002844266186908487,77.0,69.23076923076923,50.0
TM,0.6632193629545892,0.1658048407386473,0.0024870726110797093,38.0,85.02024291497976,66.67500000000001
TN,0.0846122617720616,0.0846122617720616,0.000317295981645231,49.0,80.56680161943319,50.0
TO,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TR,0.3201363372919456,0.3082794359107624,0.001200511264844796,25.0,90.2834008097166,64.825
TT,0.7145455026148794,0.0,0.0026795456348057975,77.0,69.23076923076923,50.0
TV,0.0,0.0,0.0,77.0,69.23076923076923,0.0
TW,0.9785839456325992,0.0850942561419651,0.003669689796122247,48.0,80.97165991902834,56.525000000000006
TZ,0.0167408248937673,0.0,6.277809335162739e-05,77.0,69.23076923076923,50.0
UA,0.4305003322442959,0.7023952789249038,0.0016143762459161096,15.0,94.33198380566802,71.05
UG,0.0218622242626964,0.0,8.198334098511149e-05,77.0,69.23076923076923,50.0
UM,26666.666666666668,0.0,100.0,77.0,69.23076923076923,56.25
US,22.741611740727183,1.001565711255835,0.08528104402772693,9.0,96.76113360323886,47.199999999999996
UY,0.2878752417792187,0.2878752417792187,0.00107953215667207,27.0,89.47368421052632,100.0
UZ,0.0876371704294659,0.0292123901431553,0.0003286393891104971,64.0,74.49392712550608,50.0
VA,0.0,0.0,0.0,77.0,69.23076923076923,0.0
VC,0.0,0.0,0.0,77.0,69.23076923076923,0.0
VE,0.2110005636176721,0.0351667606029453,0.0007912521135662704,59.0,76.51821862348179,100.0
VG,0.0,0.0,0.0,77.0,69.23076923076923,0.0
VI,18.816445573431174,0.0,0.0705616709003669,77.0,69.23076923076923,75.0
VN,0.0513670925330811,0.0410936740264649,0.00019262659699905414,57.0,77.32793522267207,60.0
VU,0.0,0.0,0.0,77.0,69.23076923076923,0.0
WF,0.0,0.0,0.0,77.0,69.23076923076923,0.0
WS,0.0,0.0,0.0,77.0,69.23076923076923,0.0
YE,0.0335278305133298,0.0335278305133298,0.00012572936442498673,60.0,76.11336032388664,100.0
YT,0.0,0.0,0.0,77.0,69.23076923076923,0.0
ZA,0.4215233888996705,0.0,0.0015807127083737643,77.0,69.23076923076923,48.0
ZM,0.0543952563855135,0.0,0.0002039822114456756,77.0,69.23076923076923,100.0
ZW,0.2691259938234238,0.0,0.0010092224768378391,77.0,69.23076923076923,50.0
,0.7871177166029888,0.0,0.002951691437261208,77.0,69.23076923076923,0.0
