,vd,ad,X,ad_rank,Y,Z,GCI,F,vd_ad_ratio,log_X,log_vd_ad_ratio,log_ad,log_vd,log_Y
98,17.888109133401237,-0.30984254435999353,-0.9817338884888562,78.21436737628952,69.40161742692484,122.47132609920419,51.29459523470179,-208.51091190653565,-276982216.04429984,-0.06417233205586839,21.25448683945392,0.12018439197084609,0.05294260009308871,4.245908541732663
99,-112.28872319169706,0.2553768203042951,-0.43573616255971437,61.77509265746117,79.29554229083027,85.71513387262972,19.875561243192788,3061.6163971195447,-84125907.13838285,-0.03974489388015972,3.4741331303846064,-0.16876897149093403,2.3504074866119793,4.361486913334885
100,94.6664932382188,-0.09854216364738586,-0.5483571907430701,75.78453362766095,68.76914841177842,2.573260540440921,15.641200035463667,2571.9448380392023,-193916670.09195486,-0.023719754934305462,1.5673843631514643,-0.09357241552934766,-0.09414227117644786,4.236976435107164
101,37.02700180518761,-0.04931773330687938,-0.5525537769847851,78.71073441469794,69.47895586578862,10.15305427214096,31.07048173091985,3612.6465476287176,-291928498.19975096,-0.038615653366055616,2.8505867190079988,-0.07662911350502262,0.36234138669104565,4.241843938860607
102,-131.09383048201067,0.18736553952619814,-0.27353049131693424,73.15241606477925,69.16539198728316,59.990000240304575,14.68961171011656,2674.5027199856936,-113989933.22870249,0.03354850980977885,11.00907071406171,-0.07220241858213558,0.19598535233205314,4.274040892986237
103,-159.7697974521703,0.35539757006582096,-0.28816415047285,79.06156078859709,68.07949783243104,88.70309533756772,81.16971781454257,4000.7185842099616,-293938226.4777494,-0.0013719921832860684,17.74583042518081,-0.15541307368057009,0.2901232207393039,4.260243392930936
104,-77.08984171087627,0.10473987547529612,-1.2000272169432213,36.018218600823786,70.09532858046813,4.094808320636384,66.93371312804273,208.30362485777252,-257486863.8102379,-0.060840274135874395,0.24921106764124773,-0.05589690322311825,-0.609894004671806,4.237031779350526
105,128.23220229731186,-0.09684239466323735,-1.2552963160421349,80.99416377475522,67.72891924926091,6.535081613731428,-1.5894435888874625,3521.241325803352,-208913178.9887313,-0.0349681437494957,10.725249915820193,-0.07183412474419927,-0.028115011793948888,4.2398718726155895
106,-104.27502843248315,-0.02845480994044606,-1.2441657239785782,77.2718925618547,69.25427040227325,5.893366456591664,13.025459359104502,104.61260359190936,-360963514.1752281,0.011199031138095918,1.0888179496097914,-0.031942371152601255,-0.0501097889786446,4.263020580008185
107,187.61129964118405,-0.3922294575334093,0.07719987324489383,17.922408827565853,68.22024895121407,44.548261985206814,62.28861881249354,5718.437540664245,12848973.56085186,-0.04370077370237578,21.58807045225793,0.1617287364087005,-0.1461508775754572,4.2462430592267975
108,135.50870121746146,-0.16883053778481433,0.7087465061279122,41.04833830184175,67.82436472492975,125.96446950895255,72.455891868472,1712.263355625712,-97325212.86719052,-0.025160297897706553,2.009336020845458,-0.018860489741007763,0.3352591694897231,4.264655081939223
109,29.565271858264282,-0.030685440608727597,-0.809396899426288,34.70815535370552,69.27113397711803,57.274621166261795,83.60291687135525,-240.70495696884626,-195905862.4429336,-0.047123886363617716,15.551224656307639,0.3041426241435191,-0.20874413597307984,4.258075743593628
110,159.74258833124287,-0.2485525625149077,-0.6212284757571603,53.472229011680525,68.84683601434755,53.767850035525264,0.8393308715874568,-845.3596595704499,-291563751.6832813,-0.013736965491629248,22.029236023243158,-0.08201289043505958,0.1899883877621419,4.253091402098374
111,-287.6114363420654,0.09096033901246256,0.006768180352291696,80.47904125606996,69.59428203877087,94.67263348300129,2.094140931841297,-937.300708546603,102445828.50951155,-0.05635378345441452,3.4241473804634235,-0.07791781179257888,-0.2537126736335502,4.253611124327139
112,133.49056206691537,-0.2513158515552745,-1.130904433067223,-5.648091724439844,68.08162642804321,64.0254110054611,63.631936873491,2905.5066459797913,-189858512.73186302,-0.040216606664489764,19.203163254795538,-0.08108486794499685,-0.43517592217439416,4.244965619507383
113,114.89375034491094,-0.36330870801764437,-0.7695677656548702,24.98863218402356,79.27870960733398,13.448297911250064,3.4873067748925237,-723.2410850680989,-98577423.61915505,0.014631678355726149,10.610738265157984,-0.07766008291531973,-0.5526315667583311,4.246441787103666
114,-266.35667251837305,0.13117300833984413,-1.2028244141391564,74.2462371514708,69.67191211619465,13.737236105328682,-5.263861333985883,2505.3166711496733,-177548693.21725294,-0.00024562027197311525,14.234984581033169,-0.12231220288155989,-0.31630862160682205,4.255824864176547
115,80.04413380364042,-0.041014608161410816,-1.390555275541163,34.02687166876458,66.70573381714827,5.780247626662745,82.47583403105708,-871.7997173625914,-27883581.584972844,-0.06140558457283633,13.077339696965227,-0.062058531494234806,-0.2653162676781417,4.232309761390502
116,-24.57636311940901,-0.22195020463605003,-1.0574119548786063,35.891093571853034,67.88961924811578,53.869867066055924,-3.122656576574908,1735.9640710746207,25051025.562357314,-0.05729005402187858,18.874844900818314,-0.05704848515652955,0.4057911090483457,4.263829575112387
117,69.2408909379419,-0.39165427896563854,-0.6921724513928009,77.09144779981058,69.10200991111891,68.11662219736763,73.88995292319059,2808.0547927525276,-144737379.59711155,-0.06168065461881651,12.8040378634011,-0.09222255278639668,0.03465428609315724,4.352621338098504
118,57.55335361564393,-0.046680178362736045,-0.011902337465040304,80.85846535706025,70.9229069907305,105.45162158052648,14.315358716254288,3948.6543618165088,-299942567.9773258,-0.03307349779922874,-0.18330520205830048,-0.07906351003592965,-0.18764261950957467,4.352819974733293
119,-85.38532371051451,-0.21829872162921443,-0.50009121224659,5.549910818507705,68.59641878851963,2.115792202316659,8.301121685797114,4015.492440083461,-181011163.7962761,-0.05454626352898534,-0.84324718928296,0.06850457760081624,2.6549189146706733,4.271714284205873
120,-145.2272993631798,-0.11999071787761556,0.27497105216229223,60.96887880206988,68.63804414420608,79.52052892839885,13.129303474002946,3755.596855770482,-147503499.15242028,-0.015794740296219308,-0.10871105486248578,-0.06422196638842077,0.5138227945800828,4.25788255072422
121,-188.29386714179074,-0.03205130237479003,-0.3378530338375273,77.4253214463512,70.039317359094,43.37916878217526,68.32683747666644,4637.825509389917,-123272606.93410848,-0.06228601999398081,3.146770696517996,-0.155802587136614,-0.20232178378737903,4.242556874878334
122,-275.4876883666666,-0.4445900194672584,-0.08952132993188247,58.397171697800225,66.39386453453304,127.78557720444836,65.41214491765157,-997.3414968141507,73590644.6530981,-0.06117605278789291,3.644166510922164,-0.06613170826223033,-0.2839354873664578,4.258469567654733
123,-67.57840419549775,-0.0019137267843584993,-0.6395298621653442,3.92245549456122,68.08921597044474,58.38840432664448,-11.259968796942037,-800.10631151347,4182605.9207588746,-0.027795802293731783,4.433008986076956,0.11729233058636901,1.0095810439279873,4.255330710524632
124,161.56377480667527,-0.45781030487329144,-0.8048670900286814,22.802756991663287,68.44853091655871,69.12470465497293,79.61338264393054,3666.727711317105,142541811.0817863,-0.04774749862539377,15.939610757558523,-0.0429769698332235,0.767765332707266,4.233636589913837
125,-73.51055289946176,-0.2813475843435892,-0.5698197755647739,58.918132761692114,67.61860901165949,-2.539564865834295,73.14510554911932,3838.0698586172985,-254423203.83188775,-0.04693087013272336,1.502032148191633,-0.23455040334582697,0.27682929771179077,4.263063396428088
126,219.11658730151848,-0.057067333806200916,-0.494069333797206,32.0498649216656,69.17085160039561,9.202707174766473,3.389713887983234,1068.1938169670784,-69739620.87608512,-6.337806257150636e-05,3.683028842059051,-0.025336242767635006,-0.2122428855560915,4.259614966074196
127,-59.591380385499086,0.007535868349494192,-0.7239057198642069,1.7521213626221481,70.1896628317864,6.012619914930862,51.457991332054334,1937.60546327994,-265369261.2808922,-0.024027161338430643,3.0326764868662055,-0.07272042317121426,0.14198433910723568,4.235261921646043
128,-74.20508444164606,-0.031349333837307265,1.1025291789234648,79.1714451520037,68.53227341245282,0.6259290976196181,8.658966557112267,-677.2815700475177,-272165164.6319563,-0.012124049074757011,3.696974152633737,-0.0443254917823186,0.5432798437698932,4.537456240260959
129,-10.052277470723249,-0.1697411605478057,-1.2564777391036608,78.73677302989398,68.83895122183603,-0.8151652949821443,58.794694468880465,-327.05155325325626,-182286894.04644057,-0.006539824524014406,0.050225814244215905,0.18710419139171539,-7.521109194078715,4.251031272628042
130,-105.67864888849061,-0.22973292890851993,-0.24116642078978298,60.77200519008679,67.31017433665548,8.10313448837383,18.504391518743248,499.944726910436,-114506729.90911616,-0.024414391745625076,18.57359770603104,-0.08074252756400926,-0.2436170357812001,4.2544434394114115
131,-72.83121767237735,-0.3405830407425962,-0.2947162217923643,78.40400685668781,68.00754055578906,7.2160669086869795,62.75121861163176,2897.266703298909,-190894529.83263367,-0.05329703516948183,10.10526423981283,-0.02600828368401418,1.761401063172444,4.245651242024328
132,-13.185675964953996,0.06745980535367885,-1.0966416821933256,80.24635040753243,69.01160323217816,60.14406075174168,47.36898081732507,-681.7908507491218,-271563945.401017,-0.004011016905242212,-0.7862721528961776,-0.06587920780724331,0.7384257958851703,4.262400642845251
133,28.379913171149525,-0.1530666701751176,-1.255528114863105,71.72338171006263,67.36785848462011,116.83465943089868,77.68156369297277,3751.1524632303144,-58124789.03147134,0.007138937552740511,3.2128045869671062,0.008749388946320574,-0.45930350600357495,4.447341242467106
134,-96.2626708436053,0.25485361796050837,-0.13749638658117846,77.7247963242542,68.79312655414414,58.48446505553691,66.06821794405295,4102.8889131909655,-177193839.2480519,-0.039115882696248314,4.472457329624938,0.5375303136374361,-0.20031012886821198,4.246159404924738
135,-194.8365823126991,-0.4572612506592531,-1.3317694741251274,75.52440428152865,69.53916997531078,-1.8948166661564878,-5.805694288560005,-978.0166771118043,-215818348.22474,-0.0641725444189176,2.5225848636619075,-0.12924838430116933,-0.03425008622511949,4.252965887370804
136,225.8104620038151,-0.04387040534354735,-1.2643818220032026,73.92203808139327,68.94274258816543,13.165621046896446,64.0700970984517,1258.4887355841565,-205963513.82271516,-0.004754623818925656,3.1049009615860985,-0.0005997301589046374,-0.2722146527141567,4.254779000550679
137,-118.2541364779127,-0.3847189272281532,-0.465502352247112,80.74319292521537,70.527622895466,91.13277570736318,-0.3546544067342765,-596.9169350626255,-3575584.962995527,-0.04304666283961123,1.5302864918573515,0.06672821576279939,-0.7095243098977486,4.260133238002137
138,41.421045628680666,-0.17106968781942875,-1.209726011600692,26.729149564953318,68.33563310963726,12.993174326349656,58.47448984268144,-245.38630168016772,-244232984.41520655,-0.05961914848654794,19.640653127661572,-0.015293907339000911,1.1164649466136725,4.258280954636629
139,-102.37954007827877,-0.13905223166396566,-0.4893620688657279,78.2260253849829,70.09700065728217,59.18258336276924,87.4763746534939,2335.8913764883787,16299450.57890551,-0.02785454790286665,1.6482817269065806,-0.06750875071580724,1.0401640419617681,4.4721739255132
140,-30.464230406702384,-0.12937717773743,-1.013084530816099,80.4202316107096,70.37830461367426,87.56552896848795,-3.468421552227568,-703.0212942506264,-254782180.79349235,-0.053858817112703274,17.593700512914864,-0.07432543426857613,0.010027400293089558,4.258552704726323
141,-208.76528628220993,-0.3811776978497817,-0.9179095751049817,78.9048913545967,67.87808013356837,7.77799606702298,69.16214116323683,4857.972253830567,-74626315.29429993,-0.04821087479874124,3.2049657582820994,0.09150865905313926,0.5790053977226848,4.240368727586726
142,30.606280372783388,-0.09150041562571304,-0.23538093563927834,41.44330546278414,69.04717343488572,113.14108735690627,53.654606901004506,2360.9713014502686,-39208285.830746844,-0.06647499004351594,0.4201099624139163,-0.021688690565814767,-0.1325534555156792,4.241352322670235
143,-47.41553216983902,-0.20112592709080795,-0.5503564802754315,71.52550224562954,66.99994266769785,9.80214459566889,71.90311252620593,-864.1151090508353,-67069153.42728937,0.04060356968771904,19.49963178440051,-0.04841258316786928,-0.26542266927592273,4.569948761495299
144,-140.20057965287552,-0.4902356687996802,-0.33697183273572767,80.01999278037445,68.79790007898737,110.77780752306869,14.924728252855155,-327.2884211248167,-151622776.91108268,-0.038152816268140724,2.8933928027970333,0.0836549619597358,-0.02933206147783085,4.2506967647554434
145,-129.24396400833595,-0.08455267440495495,-0.558303642580746,82.04327285726745,67.01034223201269,6.069881120169275,24.63737712038158,2999.184212133382,-143724559.2682984,-0.05793117806740379,13.90433345171748,-0.02623643424455347,-0.1731766865827917,4.2597250294526185
146,-121.50609521292508,-0.3203818647973304,-0.5338930826429023,79.00356090940535,68.99909017938823,5.903348858535052,68.97185192741827,3060.9429485652845,-168367592.65697145,-0.002506530202556519,12.29077777618443,-0.06319330125701163,-0.27100891092938084,4.254608994854982
147,-175.45701874156063,-0.14107264558427773,-0.5727873142642694,72.82722493244984,68.49483797402094,65.28442205216535,71.12891921183024,-743.2790553514875,-2047911.7207544907,-0.05720229907570278,21.649064369830413,0.14320640296167547,-0.04949577227619943,4.589522716713162
148,274.91064534282657,-0.16868545736144608,-0.841653394946478,76.92851335306464,68.06628276986574,-6.578484727667589,28.314707929748778,-594.240402058177,-197581167.2987532,-0.017988554053343896,4.3021029538257425,-0.03527254936354904,-0.011207731711687874,4.770609482597219
149,-111.93921453144516,-0.17646079051949629,-0.015983904286998907,75.2208139578331,69.73230964760518,-0.48081603855680244,78.8104670733983,50.34380081448006,-12888437.688476969,0.02994187735758614,1.8286455705789495,-0.05960667769257125,0.24214964895781704,4.2711531223844785
150,210.01718927397894,-0.3125862145897347,-0.4193788825459925,60.61120328217924,70.93710109019709,44.10225114932873,66.07079502525093,524.4039432355685,-194894477.91658685,-0.0023976846107319656,17.857028827192295,-0.13522359917622065,0.07618768149920763,4.243749828178575
151,-123.28600725818148,-0.2252978004407981,-1.0401261457003208,76.00518169562102,68.76539126679089,108.55884512257296,113.83170972597847,4483.561234872126,-129702789.00372572,-0.06516066968683042,16.669712639718814,-0.04012094416707851,0.00964731912589789,4.244177134019949
152,230.42358109638067,-0.1337481193151794,-1.275814365131075,75.93283372133001,68.48488492002592,111.38445568121134,78.43485291409257,3593.6603085912475,-309708290.4189347,-0.053701690237123186,1.9986574522763216,-0.05489933911903914,-0.08635330847179373,4.257187815446099
153,92.73591569002343,0.20430869861106574,-0.9317596040609343,76.68660423717651,70.77825747522841,62.66218615518231,5.334853667053972,1872.9956661818355,65206671.3254242,-0.03153550742227825,22.76314418838224,-0.15246279906805718,0.1485335879274703,4.271392352264415
154,-155.1306200056666,0.3812480778999714,-1.2431391298822954,75.52197811805098,66.79389608445632,139.74414704939753,61.028554198291836,16.41218680146606,-94285447.80328155,-0.015097791994787283,3.220741309742014,0.10031848561117865,-0.1682145656830339,4.259080141604985
155,58.68738604040131,-0.15677998990190273,-0.4358155531618667,77.12924741518145,74.56946515239628,78.70732864551255,22.766549735831614,3131.5029085306323,-112936791.87833232,-0.06486814775437137,2.7811353242463768,-0.10104453059879637,-0.5779252787163172,4.253678697543208
156,82.12247196749298,-0.34355719793675404,-1.0602051998354798,-12.989818656955038,69.14414684403661,11.682513614758887,60.4844301890907,2334.646085566345,-138477043.7385221,-0.04436477305994396,19.342735444251066,-0.036523833438634835,-0.23262110398135816,4.2703131062808195
157,166.77162510762423,-0.07046670898006355,-1.429619601651149,74.61843164524531,68.88959752116072,48.81359496626691,66.04029092330752,-466.44090124812124,-137592391.83171147,0.009063515802531449,0.788430323484178,-0.14163916039423555,-0.30601048539979764,4.267380337211336
158,-187.87348186668189,-0.17730370113748095,-0.22800674919193717,71.49215622807391,68.4374351964841,44.89415927789584,69.3565323803705,2201.218649340341,-80143801.20526242,-0.01704090028192224,2.4669862938983247,-0.07068092075031869,0.25916249928014057,4.23945548750954
159,20.323896641447156,-0.3311530346164885,-0.8359928005503238,76.42124301319897,70.62119253680967,69.01913098527206,6.868008643504476,-539.8749942844836,-169781515.601404,-0.0526755193121658,19.35614559153332,-0.10624037710282244,-0.3136897214724972,4.25245933786355
160,94.15888888715075,-0.01088825122679498,-0.44341724037019836,76.07408694451777,71.15208490372257,68.14251515276088,118.18386310452311,2790.3669802264776,-114745191.67103925,-0.030540856074507426,1.7573696138710158,-0.0238407455563698,0.7812364714730222,4.27725210931784
161,78.53027913298322,-0.47414729039443454,-0.9302857153088409,75.81892264644584,70.81880644739914,64.51280707494233,4.599400207641034,3518.866557056203,-89956062.08828294,-0.05723761668434613,1.8505074572166718,-0.052013196123568924,0.8670804388616431,4.253362930455388
162,161.66381886117784,-0.1714271861463857,-0.23583722163895435,21.817017644912696,68.48088643852381,9.167145646744679,3.9975926358141063,1998.0098272568198,-152237418.91920802,-0.0006590472267828133,18.69793639068277,0.643227608332139,-0.3298982022154977,4.2610092934653645
163,67.7568887597133,0.1095905880845075,-1.105546669635249,76.49740303662108,89.54075623568559,104.71972146605692,54.55861953705329,-367.34879233271073,-131652661.44312404,-0.02797674105685386,10.516059411444168,-0.28170086874910116,-0.29986433957050285,4.253169654381558
164,-226.1297670921419,-0.39095021571139627,-0.4361455157205324,-17.33849190054226,68.0812540371146,102.94011144573052,72.06754708053826,1489.1843712123582,-236033366.8069711,-0.042842206230092196,1.0815672291347658,-0.10499808242112488,0.2102654290171448,4.379350763322818
165,119.23769639012383,-0.14693805687352582,0.2526936144520375,51.12499716461228,74.75394996044818,126.9999206724579,10.467918956302757,3285.763433039478,-90956282.92114076,-0.04977467817658192,3.1565760606222373,-0.0277150401482978,0.13675997062136774,4.245746401351375
166,-40.46470009697896,-0.25331877544215553,-0.29643668085892105,-13.437028362414289,69.90280780509039,95.72126552639538,-7.80107880017739,2401.3160007167708,-112696881.14144312,-0.015593951033203712,2.3834599194567465,0.04325174015277587,0.47291570094012814,4.598755624693796
167,131.85711957630204,-0.23172454473094312,-0.9686113679381906,31.40311768607518,69.15848644411703,4.783339353931528,3.0623901030768153,-417.9900834056906,126674415.54037727,-0.04359979779508589,13.842180251354838,-0.07269002959792878,0.7797596383693339,4.24238896798959
168,69.6906149158921,-0.026498523304344948,-0.08138217526339758,58.35847867801353,69.84942385648088,42.45300903148997,80.43200697301955,1766.4728356665864,-2397372.786253515,-0.03917496318557615,-1.1839470168344821,0.6810151505891857,-0.4543681656597579,4.35243915236849
169,46.529431535174226,-0.2646622286920997,-0.9125327514734594,74.85753629699794,69.07720965723814,5.998563338744453,62.32222608617535,-814.8322958905562,-193389994.03677222,-0.005937193323108516,2.1184681900121616,-0.16390466626506703,-0.08431002925496378,4.251785077870807
170,39.35007507576839,-0.170367719281946,-0.18744834085840173,76.81763792524498,66.92124940189838,63.86138605011226,11.95690737756674,1254.5205341935925,-101770299.23323323,-0.059373297418054694,21.21944758857277,0.2041629949689013,0.09891026136917858,4.26234604325049
171,89.08831921168822,0.2776476615590479,-0.8732977874419834,13.495651621659508,98.58938365308536,81.15269063022257,56.135867698204336,3022.3986552076353,-212188033.65464222,-0.008087706799022511,2.3839138289316075,-0.011325395028068086,0.5396895828188932,4.258859681884669
172,238.55697565533254,-0.45170432473083294,-0.30158681887875943,19.403436304211297,66.70320526008238,68.10787681183477,-4.2887784576778785,2471.1492369303087,104419688.07084887,-0.007959051546352366,-1.9550771519330228,-0.08922156641769417,0.008317817240182768,4.236866729766518
173,-55.70996353564179,0.08103024906290174,-0.9562421441526896,79.6927313683223,71.21642223484967,9.761504629704609,13.873941712533547,-329.77261708891734,-296463921.56868094,-0.030851665732626148,1.3315522948849392,0.2779578052988606,0.2099062687558217,4.253616688417878
174,-265.6470368797327,-0.35959121588755777,-1.0636416716996488,11.685156633968603,63.24375562101024,47.08020958656081,0.51939889986064,-50.34510709382104,95749687.0848643,-0.05034515611440765,21.991676532877094,0.054859015815976506,0.04758521469220224,4.677455466679205
175,-60.03707309130314,-0.10822061510232417,0.1403839609530102,61.420356002419695,103.83836342056233,11.100770759431946,-3.247926841779197,299.4068768997049,-301110283.7300164,-0.029037921936293586,13.429341491077787,-0.07699146472898469,-0.2477127673600219,4.477227611905499
176,-7.310894667901351,-0.2173274883219376,0.08617437686668883,7.950662260223332,67.63083087438253,10.804203484550568,75.26785724374507,4224.635865320104,-191304431.6780473,-0.008411133000346079,11.669486654123912,-0.06391154229132884,0.2624868566136199,4.412125550164341
177,-204.56151257567325,-0.4474121989999374,0.24819675684760795,76.43640489482596,69.34449842751577,7.417735937378074,61.4127299093053,-653.0214689796612,77682240.4036579,-0.0628651612551725,1.9793800236971295,-0.06515229540763716,0.051043408480481306,4.239908083413443
178,-1.1028821246198994,-0.15483050683771563,-0.6557956972477755,-0.4575911469554157,67.18096167148263,9.029006942032245,59.68315312373435,-326.2570229889741,49815020.36913894,-0.047989483597350356,4.563154310938964,-0.2739767663281567,-0.13456249213616958,4.268099625775551
179,8.141604648046956,-0.08313879168293611,0.3519575813979085,-36.667360682781684,68.70269678960956,112.18008943455634,57.8675795960569,-992.9815012053754,-252053234.03231427,-0.04479185148749794,2.935662226858417,-0.07294108145653885,-0.008577471198917663,4.250558450942693
180,-171.59581094880195,-0.35640888131398296,-1.042225673895885,41.719878563661624,78.30594329834629,-6.086716422358061,2.27563808835329,2517.314125615852,-240143792.64584053,-0.07107199118865401,0.9262553315286868,-0.05233626680391442,0.16230763103249535,4.242875379803479
181,-90.26443430721939,-0.40354716109440725,-0.32434450303800194,21.635256173561892,68.9477752240142,56.884226329594924,45.80093212646316,2652.690908510538,7279825.106097607,-0.04110828915943208,19.504142839180055,-0.10689383537279631,0.9836400210919038,4.3830685525061295
182,-27.119045209787522,-0.11740628018203256,0.13452253105878512,64.35711439740048,68.08595122370586,-5.932565060096301,69.897432750724,1250.051126551918,-70258347.32770365,-0.048134799820271267,10.024433660881805,-0.16253980673348126,-0.17907959365403758,4.698665931932194
183,-93.17518405992782,0.013568641973006668,-0.8766079852681303,80.40001276894394,67.2562137202984,6.325674458024085,0.909277498069855,3625.852669906722,-200950890.30744544,0.016359863666010343,1.948625729992478,-0.08721449065230025,-0.9553517899404318,4.273312310601027
184,-205.53746248370643,-0.089599409075802,0.15872813034903727,21.23963792266029,70.04527085918517,12.029718835578432,0.03856576112318777,1632.2077174125525,-185839266.93586117,-0.0034035258576335502,13.980710700495546,0.07419986001791518,-0.5411680093233963,4.2359318849667895
185,-133.76133380038473,0.2595061541855631,-0.9312095511895188,24.322043428122612,68.64361032164707,53.01887870674874,108.70482626821689,-922.3783612791146,-224876180.53290436,-0.02351258388940118,15.848298127117875,-0.03335039672450076,-0.17773759538976963,4.282671072885291
186,156.9926283711607,-0.0983769194464301,0.04237665164442906,60.09406747929151,68.21707239238779,80.68682709428218,1.9142960953883659,2565.766222981333,-277841800.6841967,-0.029996670315734178,3.529189361481622,-0.06201018206353283,-0.16720101536897936,4.2640172720436045
187,-253.40627661936,-0.19276809237143747,-0.6173703493880937,11.319764948857735,68.8433155351548,11.95692269905931,2.660382614454999,5620.188746341551,-303915578.299409,-0.02618817044966071,20.158837681035088,-0.02685522071552178,0.010041391161279556,4.733942764248596
188,-274.7712285483802,-0.22471366397859238,-0.673431131374059,75.66866620287546,69.63127531018485,69.87286884885918,6.0706731973758785,3196.86107284396,-160700960.73127106,-0.025589099733082862,0.2330564808118355,-0.0761578615218025,-0.298006747676276,4.239214810317287
189,11.432420367356853,-0.4666856027531319,-1.08777562430616,76.66119849128101,67.66265802422886,72.41461534307471,-5.1612854647502076,2496.0814930560377,-240511410.76724303,-0.037148505124234635,1.4233143476715524,-0.06045314308804915,0.08253108029404771,4.2520735875834745
190,-48.78302926563499,-0.3178930688035476,-0.18056630698022175,-2.4922404159204703,67.75121049093435,-0.3248216005616973,103.77572540544953,3064.2301842589995,-141127719.5065307,0.021824159587973038,1.1657698367491607,-0.02410373317536011,-0.18545608184224338,4.261372476140357
191,135.27654736857497,-0.10279869622358723,-1.2387351498958163,-12.287569018630087,69.43566549115373,7.504921500668588,68.5664831545767,-143.14274296423815,-230132877.29496592,-0.06761717109060508,3.999224048184007,-0.04040064117683539,-0.49160539552717275,4.248547461209691
192,-249.80877462578195,-0.3250806040026173,-0.7367961945789611,77.72333000190542,69.02646513791764,48.8744809250049,63.250704219703636,2449.928813989559,-170877414.8857742,-0.08115879496378556,-0.7363444092796463,-0.03772173157871225,4.662967769494618,4.2749941714833755
193,191.74565905707362,-0.2095807318689481,0.2310692595452385,81.21844972884459,70.0544398393429,79.2378254252396,23.24706081218467,-439.5413214283566,-35621114.490265064,-0.03126418367829417,3.691043176999157,-0.07095227317117864,0.10752572379472553,4.573268543156182
194,-227.52959340965884,-0.39617658511703474,-0.7194459639039693,81.99755810851798,68.71735378119772,10.617776000899129,-9.36530179459075,1213.91780639839,-189387516.8328782,-0.04194163443571875,3.6227966637777445,-0.026701484213983023,2.3191757679285327,4.5731997418436245
195,-23.299806780556835,-0.4438127603379561,-0.5428523145659478,78.04672290529113,68.31330589409367,129.72878055520277,77.81137005299486,2262.2493212017043,-280331139.67597854,-0.04332680237274018,12.833395908059009,-0.16322401387229013,0.15749489108997278,4.249650036503331
196,-54.19216322443633,-0.2749878880199662,0.5785480923294921,53.1636215091178,67.78673718980815,56.73047995718138,26.84565184732201,2039.522233147662,-155685412.92106974,-0.05235017912079626,-0.34234124977680147,-0.07152692124742445,1.7978028042573162,4.26047629533869
197,-81.55779548390488,-0.285058877474485,-1.2419855701061546,79.92516877985919,66.7763043530275,54.443628217916206,52.400443650256165,-850.388274929055,-113099985.97701569,-0.05565309429619279,3.609367866218837,-0.045990602785179586,-0.10693206545266754,4.2543476576001185
198,-265.24830981184033,-0.11256223916054917,-0.6840874053472205,86.65724248888051,67.7847011254105,56.745344875695125,106.5951483047455,4460.553362198547,-245036190.75642195,0.010265487938382275,18.784733940916635,-0.018258884296835726,-1.0580073089686801,4.258805629842795
199,15.35956613724117,-0.04869505746234209,-0.7179124951480204,71.52924724496057,67.90491966211341,52.69661326448219,2.7469033737705235,2725.576173076975,-318105969.7325381,-3.1115392269244826e-06,18.6950058796538,-0.06468270762583612,-0.10141762078709207,4.2648732179127276
200,-221.9803496891182,-0.17773270934795982,0.09135889936636421,79.39594080464491,68.89479442352015,70.31200629524197,49.78614574001846,1921.7140796887134,-310798947.0484275,-0.030697539165766757,21.60798697809286,-0.042967486580197715,0.800070938363452,4.271506966337972
201,-131.49693134844065,-0.14689139407741958,-0.19030994720029593,19.861030323388462,69.48218099170006,-3.538150373182508,74.85569885313191,3157.1160324075954,-163503186.1082354,-0.02948358213065229,17.847579056243482,0.045148090340243,0.2912884457390142,4.2413343321466215
202,-365.0806039598987,-0.3229493744566617,-1.4156174114913203,-23.064885204983213,85.67735451331207,-1.0436204874814328,79.73893377017572,2478.754003216771,66573798.96470117,-0.06131419222879225,20.540641403667045,-0.07056462204305188,0.0552670024907973,4.263443973091441
203,-150.84589150390764,-0.31042266169085586,-0.010925205023077623,80.6048014021985,83.21606923644394,95.99072852389331,1.168146564116089,4364.202396404686,-135817739.98321527,0.00598414225964297,18.306660354709468,-0.021773633899178385,-7.492605425292634,4.25691804476884
204,-31.919289104849057,-0.21653021868700578,-0.3965047308418998,75.37797756516497,68.24853140018782,63.72386050062899,62.76215062057158,3033.2196441706137,-195108662.7615777,-0.043364488646163026,3.881528850407556,0.009658775854010737,-0.2089632202135694,4.6068858183934385
205,-212.5602415663969,-0.20901553300866577,0.30156428552496134,73.95779493710357,67.54866032330962,108.85866062427695,91.07554636421112,4551.079978760221,-149803786.42862344,0.017869311632367817,20.65508591020293,-0.0749707401597288,-0.15787704640341274,4.574864189896303
206,-17.976959830707052,-0.41557611466145655,-0.4545764367639643,76.65777133942954,68.88904445831481,4.5135507134769375,-3.9364862176756716,4142.348406330291,-145882754.79032463,0.009815295971005774,10.233868589199698,-0.07069851951188412,-0.2086291752914129,4.253640125824426
207,180.75152359857262,-0.23422350776460743,-1.1030575494741752,77.08242182144558,67.14560455022236,-2.375337893079997,74.2281300221703,113.70873963385449,101145755.47991638,-0.03264480214537703,2.2730464735001172,-0.08848859012627758,0.2693506325707931,4.282583016584568
